식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품명,식품중분류명,식품소분류명,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량
알밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,알밥,해당없음,해당없음,해당없음,100ml,86,34.1,2.4,1.08,,16.25,0.74,0.9,12,0.47,30,57,169,18,2,186,0.038,0.041,0.279,1.38,0.46,20.71,0.23,,식품의약품안전처,500ml
영양돌솥밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,영양돌솥밥,해당없음,해당없음,해당없음,100ml,131,11.5,2.9,0.53,,27.9,1.42,1.8,12,0.35,51,180,25,1,0,16,0.069,0.039,0.663,2.07,0,0,0.12,,식품의약품안전처,339.1
오곡밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,오곡밥,해당없음,해당없음,해당없음,100ml,166,5.9,4.4,0.69,,34.21,0.22,2.5,8,0.72,86,144,230,0,0,1,0.168,0.026,0.601,0.29,0,0,0.15,,식품의약품안전처,294ml
오므라이스,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,오므라이스,해당없음,해당없음,해당없음,100ml,107,20,2.9,1.88,,18.69,1.24,0.9,10,0.31,44,72,142,30,11,230,0.034,0.044,0.33,0.86,0.09,26.64,0.43,,식품의약품안전처,531.4
꼬리곰탕,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,꼬리곰탕,해당없음,해당없음,해당없음,100ml,113,50.4,6.9,6.15,,6.99,0.85,0.5,13,0.74,71,166,417,3,3,2,0.036,0.081,0.963,2.29,0,22.03,1.85,,식품의약품안전처,217.6
양파장아찌,음식,6,중고등학교급식(재료량 기반 산출함량),17,장아찌·절임류,양파장아찌,해당없음,해당없음,해당없음,100ml,63,69.2,0.6,0.03,,16.05,15.42,1,17,0.17,18,112,6050,0,0,1,0.023,0.078,0.06,3.53,0,0,0.01,,식품의약품안전처,50ml
짜장소스,음식,6,중고등학교급식(재료량 기반 산출함량),18,"장류, 양념류",짜장소스,해당없음,해당없음,해당없음,100ml,101,62.9,4.3,3.71,,12.86,4.15,2.4,24,0.48,60,233,538,28,0,328,0.099,0.144,0.792,8.12,0.1,6.98,0.71,,식품의약품안전처,200ml
카레소스,음식,6,중고등학교급식(재료량 기반 산출함량),18,"장류, 양념류",카레소스,해당없음,해당없음,해당없음,100ml,70,40,2.7,2.33,,9.75,2.22,1.3,17,0.39,40,178,376,34,0,401,0.149,0.038,0.774,5.11,0.02,3.51,1.06,,식품의약품안전처,290ml
고춧가루 양념장,음식,6,중고등학교급식(재료량 기반 산출함량),18,"장류, 양념류",고춧가루 양념장,해당없음,해당없음,해당없음,100ml,140,40.5,5.9,7.19,,14.39,1.95,4.9,85,2.17,130,449,1416,57,0,684,0.101,0.709,1.195,1.44,0,0,1.12,,식품의약품안전처,115ml
양념초장,음식,6,중고등학교급식(재료량 기반 산출함량),18,"장류, 양념류",양념초장,해당없음,해당없음,해당없음,100ml,134,78.8,10.4,1.03,,21.8,1.39,3.8,39,2.07,178,677,4784,46,0,552,0.076,1.813,1.993,0,0,0,0.17,,식품의약품안전처,5ml
초간장,음식,6,중고등학교급식(재료량 기반 산출함량),18,"장류, 양념류",초간장,해당없음,해당없음,해당없음,100ml,72,72.4,6.6,0,,11.33,0,0.5,19,1.29,102,412,3189,0,0,0,0.032,1.085,0.896,0,0,0,0,,식품의약품안전처,15ml
미숫가루(선식)음료,음식,6,중고등학교급식(재료량 기반 산출함량),20,음료 및 차류,미숫가루(선식)음료,해당없음,해당없음,해당없음,100ml,128,0.4,2.9,1.1,,27.73,12.67,2.6,11,0.81,63,126,1,0,0,0,0.006,0.169,0.555,0,0,0,0.22,,식품의약품안전처,100ml
수박화채,음식,6,중고등학교급식(재료량 기반 산출함량),20,음료 및 차류,수박화채,해당없음,해당없음,해당없음,100ml,42,89.9,1.2,0.87,,7.79,5.78,0.1,32,0.1,27,90,9,49,14,418,0.017,0.056,0.216,0.2,0.03,2.47,0.56,,식품의약품안전처,200ml
감자범벅,음식,6,중고등학교급식(재료량 기반 산출함량),24,"곡류, 서류 제품",감자범벅,해당없음,해당없음,해당없음,100ml,93,95.5,2.3,0.05,,21.31,3.72,3.1,11,0.68,38,483,597,0,0,0,0.07,0.054,0.366,12.26,0,0,0.04,,식품의약품안전처,53.6m
곤드레밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,곤드레밥,해당없음,해당없음,해당없음,100ml,124,13,2.2,0.94,,26.8,0.15,4.4,7,0.26,37,23,9,2,0,23,0.029,0.014,0.319,0.19,0,0,0.18,,식품의약품안전처,500ml
기장밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,기장밥,해당없음,해당없음,해당없음,100ml,118,4.3,2.25,0.18,,25.75,0.02,0.4,3,0.48,33,58,3,0,0,1,0.081,0.009,0.449,0,0,0,0.05,,식품의약품안전처,370ml
기장밥_찹쌀,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,기장밥,찹쌀,해당없음,해당없음,100ml,119,4.2,2.4,0.37,,25.52,0.16,0.7,3,0.16,37,34,1,0,0,0,0.044,0.011,0.408,0,0,0,0.1,,식품의약품안전처,370ml
김밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,김밥,해당없음,해당없음,해당없음,100ml,157,27.1,4.7,1.83,,29.79,0.69,1.4,18,0.86,75,169,319,44,8,425,0.114,0.13,0.858,4.78,0.11,21.83,0.42,,식품의약품안전처,330ml
김밥_소고기,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,김밥,소고기,해당없음,해당없음,100ml,110,45.6,4.1,2.3,,17.46,1.08,1.1,14,0.61,50,90,167,31,8,272,0.082,0.086,0.549,2.97,0.1,23.09,0.72,,식품의약품안전처,400ml
김밥_참치,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,김밥,참치,해당없음,해당없음,100ml,128,47.7,5.3,3.93,,17.49,0.57,1.1,18,0.4,62,96,175,35,7,334,0.043,0.068,1.407,3.4,0.63,22.86,0.64,,식품의약품안전처,400ml
김밥_채소,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,김밥,채소,해당없음,해당없음,100ml,105,45.8,3.3,1.96,,18.08,0.59,1.1,17,0.33,44,80,149,36,7,337,0.046,0.063,0.327,4.22,0.06,19.23,0.51,,식품의약품안전처,400ml
돌솥 비빔밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,돌솥 비빔밥,해당없음,해당없음,해당없음,100ml,101,30.7,3.4,1.78,,17.46,1.05,1.2,29,0.53,54,116,93,30,11,235,0.053,0.064,0.451,1.35,0.09,26.99,0.42,,식품의약품안전처,575ml
묵밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,묵밥,해당없음,해당없음,해당없음,100ml,70,97.4,2.6,0.74,,12.99,0.43,1.1,12,0.69,18,62,93,7,0,84,0.034,0.02,0.344,1.02,0,0,0.2,,식품의약품안전처,600ml
양상추 샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,양상추 샐러드,해당없음,해당없음,해당없음,100ml,79,58.8,1.7,6.14,,4.72,3,1.1,20,0.38,33,118,136,26,10,191,0.02,0.049,0.224,3.56,0.08,25.87,1,,식품의약품안전처,61.8m
어묵 오이무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,어묵 오이무침,해당없음,해당없음,해당없음,100ml,127,75.9,7.7,3.08,,18.2,5.54,1.3,46,0.53,93,188,531,87,14,877,0.039,0.084,0.467,3.13,0,11.51,0.56,,식품의약품안전처,42.6m
오이 도라지 생채,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,오이 도라지 생채,해당없음,해당없음,해당없음,100ml,42,57.7,1.3,0.52,,9.31,4.1,1.9,20,0.3,39,179,285,26,0,311,0.04,0.086,0.326,5.41,0,0,0.09,,식품의약품안전처,70ml
오이고추 된장무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,오이고추 된장무침,해당없음,해당없음,해당없음,100ml,32,39.7,1.4,0.91,,5.18,1.46,1.8,13,0.33,27,135,313,15,0,182,0.104,0.032,0.459,27.91,0,0,0.15,,식품의약품안전처,50ml
오이모듬무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,오이모듬무침,해당없음,해당없음,해당없음,100ml,34,73.1,1.4,0.58,,6.89,3.85,1.5,23,0.29,38,192,305,26,0,311,0.026,0.084,0.293,7.24,0,0.24,0.1,,식품의약품안전처,70ml
옥수수샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,옥수수샐러드,해당없음,해당없음,해당없음,100ml,130,45.4,1.4,6.36,,17.53,7.06,1.2,11,0.33,45,166,351,1,1,9,0.01,0.137,0.678,3.77,0,1.73,0.92,,식품의약품안전처,64.6m
유채무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,유채무침,해당없음,해당없음,해당없음,100ml,60,65.3,3.4,0.67,,12.47,6.2,3,119,1.1,61,340,227,179,0,2148,0.071,0.251,0.417,38.96,0,0,0.12,,식품의약품안전처,79.2m
쥐포무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,쥐포무침,해당없음,해당없음,해당없음,100ml,339,31.8,29.4,8.46,,36.45,24.34,1.2,105,0.91,281,506,1542,55,2,631,0.131,0.342,3.047,0.39,22.09,70.75,1.41,,식품의약품안전처,12.2m
참치 샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,참치 샐러드,해당없음,해당없음,해당없음,100ml,250,62.2,13.6,20.6,,2.67,1.52,0.5,11,0.66,131,181,189,4,4,1,0.02,0.047,6.775,1.45,3.73,29.56,2.58,,식품의약품안전처,33.7m
천사채무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,천사채무침,해당없음,해당없음,해당없음,100ml,73,51.6,3.3,5.51,,2.95,0.65,1.3,30,0.52,52,97,248,35,12,275,0.07,0.058,0.439,5.31,0.09,32.3,1.23,,식품의약품안전처,220ml
콩나물 느타리무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,콩나물 느타리무침,해당없음,해당없음,해당없음,100ml,45,67.1,3,2.8,,4.25,0.58,2,24,0.64,75,207,175,6,0,75,0.095,0.119,1.918,1.03,0,0,0.44,,식품의약품안전처,44.2m
콩나물냉채_오이,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,콩나물냉채,오이,해당없음,해당없음,100ml,59,75.1,3.8,1.3,,9.85,4.89,2,63,0.67,84,194,167,30,0,354,0.075,0.095,0.529,3.02,0,1.09,0.22,,식품의약품안전처,49.1m
햄샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,햄샐러드,해당없음,해당없음,해당없음,100ml,107,49.5,3.6,4.4,,13.49,4.74,1.2,15,0.39,74,167,190,2,0,13,0.031,0.079,1.22,8.4,0,8.4,0.8,,식품의약품안전처,80.6m
보쌈김치,음식,6,중고등학교급식(재료량 기반 산출함량),15,김치류,보쌈김치,해당없음,해당없음,해당없음,100ml,47,74.4,2.5,1.4,,6.64,2.27,1.4,89,1.38,70,229,1935,8,2,77,0.053,0.057,0.569,9.19,0.12,2.25,0.16,,식품의약품안전처,69.9m
부추김치,음식,6,중고등학교급식(재료량 기반 산출함량),15,김치류,부추김치,해당없음,해당없음,해당없음,100ml,58,70.1,3.1,2.59,,6.82,3.23,4,90,3.01,83,103,781,30,4,316,0.134,0.19,1.176,3.63,0.26,2.86,0.46,,식품의약품안전처,43.3m
오이김치,음식,6,중고등학교급식(재료량 기반 산출함량),15,김치류,오이김치,해당없음,해당없음,해당없음,100ml,39,123.7,2.5,0.29,,7.76,2.25,2.2,39,0.81,64,312,1955,21,0,251,0.042,0.103,0.397,13.54,0,3.13,0.07,,식품의약품안전처,44.3m
섞박지,음식,6,중고등학교급식(재료량 기반 산출함량),15,김치류,섞박지,해당없음,해당없음,해당없음,100ml,35,78.4,1.9,1.24,,5.04,1.75,2.3,53,0.62,55,290,1351,23,1,264,0.1,0.145,0.574,6.24,0.09,0.96,0.23,,식품의약품안전처,69.9m
양배추김치,음식,6,중고등학교급식(재료량 기반 산출함량),15,김치류,양배추김치,해당없음,해당없음,해당없음,100ml,39,73.1,2.2,0.39,,8.29,4,3.4,54,0.49,47,296,2099,26,1,305,0.052,0.111,0.722,14.69,0,5.19,0.09,,식품의약품안전처,54.7m
파래무침_무,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,파래무침,무,해당없음,해당없음,100ml,38,85.6,1.8,1.62,,5.56,2.46,1.5,39,2.47,39,168,283,0,0,1,0.183,0.17,0.115,22.82,0,0,0.25,,식품의약품안전처,39.9m
파무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,파무침,해당없음,해당없음,해당없음,100ml,38,55.9,1.6,1.97,,4.32,1.04,1.7,51,0.69,42,245,82,52,0,618,0.045,0.154,0.517,13.76,0,0,0.31,,식품의약품안전처,35.2m
감자샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,감자샐러드,해당없음,해당없음,해당없음,100ml,165,75.9,2.8,10.32,,15.65,3.13,2.3,18,0.67,54,329,316,29,13,197,0.071,0.084,0.542,9.53,0.09,16.4,1.69,,식품의약품안전처,80ml
겨자채,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,겨자채,해당없음,해당없음,해당없음,100ml,128,67.6,7.3,8.76,,4.27,2.65,1.2,25,1.16,99,195,628,75,28,562,0.032,0.19,0.645,3.11,0.19,75.09,3.39,,식품의약품안전처,74.7m
달걀 샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,달걀 샐러드,해당없음,해당없음,해당없음,100ml,96,54.9,5,6.09,,5.16,0.62,0.6,17,0.64,91,165,165,31,30,14,0.038,0.138,0.863,8.63,0.38,77.18,1.35,,식품의약품안전처,76.8m
닭고기 샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,닭고기 샐러드,해당없음,해당없음,해당없음,100ml,88,55.2,6.7,5.55,,2.82,0.61,0.7,14,0.55,45,171,394,17,13,49,0.091,0.074,0.854,2.12,0,18.4,0.86,,식품의약품안전처,58.6m
닭고기냉채,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,닭고기냉채,해당없음,해당없음,해당없음,100ml,64,75.1,9.6,0.82,,5.06,2.83,1.4,36,0.5,130,261,18,69,4,780,0.118,0.093,4.064,3.08,0,19.9,0.19,,식품의약품안전처,75ml
닭튀김 샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,닭튀김 샐러드,해당없음,해당없음,해당없음,100ml,79,23.9,3.8,5.3,,3.98,1,0.8,12,0.3,48,89,102,15,5,114,0.034,0.024,1.097,0.87,0.01,11.98,0.9,,식품의약품안전처,300ml
두부냉채,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,두부냉채,해당없음,해당없음,해당없음,100ml,78,73.4,8.9,2.84,,4.41,1.26,1.7,37,0.93,141,177,311,1,0,13,0.111,0.176,1.115,7.56,0,9.66,0.58,,식품의약품안전처,76.2m
마늘쫑장아찌무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,마늘쫑장아찌무침,해당없음,해당없음,해당없음,100ml,79,32.7,1.3,0.58,,17.7,8.48,2.9,15,0.44,17,96,706,25,0,302,0.04,0.054,0.205,0.26,0,0,0.1,,식품의약품안전처,50ml
마카로니 샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,마카로니 샐러드,해당없음,해당없음,해당없음,100ml,139,24.1,2.3,8.15,,13.77,2.75,1.2,14,0.28,39,84,123,15,1,163,0.033,0.029,0.387,3.14,0,3.09,1.23,,식품의약품안전처,170ml
미나리 초무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,미나리 초무침,해당없음,해당없음,해당없음,100ml,49,86,2.1,1.76,,7.89,3.76,3.4,48,0.48,56,269,575,83,0,996,0.061,0.205,0.448,3.22,0,0,0.28,,식품의약품안전처,36.5m
부추 초무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,부추 초무침,해당없음,해당없음,해당없음,100ml,23,33.4,1.1,0.78,,3.66,1.76,1.9,14,1.21,19,63,187,15,0,182,0.065,0.093,0.398,1.73,0,0,0.13,,식품의약품안전처,50ml
브로콜리 두부무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,브로콜리 두부무침,해당없음,해당없음,해당없음,100ml,35,42.3,2,0.72,,6.17,2.31,1.7,22,0.43,39,153,167,28,0,333,0.036,0.073,0.321,10.65,0,2.47,0.12,,식품의약품안전처,50ml
양배추 겉절이,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,양배추 겉절이,해당없음,해당없음,해당없음,100ml,46,86.8,2,1.38,,7.87,3.89,2.9,41,0.46,48,275,434,26,0,306,0.041,0.121,0.583,13.93,0,0,0.21,,식품의약품안전처,42.2m
양배추 사과 샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,양배추 사과 샐러드,해당없음,해당없음,해당없음,100ml,136,59,0.8,10.74,,10.14,7.29,1.9,19,0.24,25,141,73,7,1,71,0.018,0.064,0.376,6.71,0,3.04,1.53,,식품의약품안전처,55.4m
양배추부추무침,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,양배추부추무침,해당없음,해당없음,해당없음,100ml,41,87.3,2.2,0.6,,8.01,4.11,3.8,40,1.66,41,178,374,11,0,130,0.096,0.123,0.78,12.36,0,0,0.11,,식품의약품안전처,33.4m
양배추오이  샐러드,음식,6,중고등학교급식(재료량 기반 산출함량),14,생채·무침류,양배추오이  샐러드,해당없음,해당없음,해당없음,100ml,188,98,1.8,17.09,,8.2,4.28,2.3,42,0.35,46,240,120,4,2,28,0.033,0.038,0.447,17.64,0,4.94,2.47,,식품의약품안전처,34.1m
감자범벅,음식,7,산업체급식(재료량 기반 산출 함량),24,"곡류, 서류 제품",감자범벅,해당없음,해당없음,해당없음,100ml,95,94.8,2.3,0.05,,21.91,4.44,3.1,11,0.68,38,479,600,0,0,0,0.069,0.058,0.363,12.17,0,0,0.04,,식품의약품안전처,112.3
홍어회무침,음식,7,산업체급식(재료량 기반 산출 함량),14,생채·무침류,홍어회무침,해당없음,해당없음,해당없음,100ml,61,82.5,8.3,0.41,,6.64,2.71,1.4,127,0.72,120,265,424,34,0,410,0.089,0.124,1.136,4.14,1.19,32.38,0.09,,식품의약품안전처,136.5
깻잎김치,음식,7,산업체급식(재료량 기반 산출 함량),15,김치류,깻잎김치,해당없음,해당없음,해당없음,100ml,45,40.2,3.1,1.19,,7.35,1.52,4,157,1.22,65,293,1766,296,2,3536,0.164,0.336,0.632,1.29,0.1,1.13,0.24,,식품의약품안전처,115.3
부추김치,음식,7,산업체급식(재료량 기반 산출 함량),15,김치류,부추김치,해당없음,해당없음,해당없음,100ml,36,70.7,2.8,0.91,,5.47,2.12,3.8,80,2.81,74,112,1779,31,4,328,0.126,0.15,1.112,3.56,0.26,2.83,0.21,,식품의약품안전처,100ml
오이김치,음식,7,산업체급식(재료량 기반 산출 함량),15,김치류,오이김치,해당없음,해당없음,해당없음,100ml,39,123.8,2.5,0.29,,7.83,2.26,2.2,39,0.81,65,313,1894,21,0,254,0.043,0.104,0.401,13.54,0,3.19,0.07,,식품의약품안전처,100ml
오이소박이,음식,7,산업체급식(재료량 기반 산출 함량),15,김치류,오이소박이,해당없음,해당없음,해당없음,100ml,39,119.8,2.7,0.5,,7.61,2.71,3.3,43,1.11,69,354,1933,37,1,433,0.062,0.164,0.65,12.52,0,3.92,0.1,,식품의약품안전처,100ml
꽃게장_양념,음식,7,산업체급식(재료량 기반 산출 함량),16,젓갈류,꽃게장,양념,해당없음,해당없음,100ml,98,72.6,12.7,1.31,,9.66,4.01,4.1,97,1.11,136,442,394,60,0,724,0.079,0.348,0.901,1.1,0,20.28,0.27,,식품의약품안전처,50.9m
양념 오징어젓,음식,7,산업체급식(재료량 기반 산출 함량),16,젓갈류,양념 오징어젓,해당없음,해당없음,해당없음,100ml,112,71.6,5.1,3.35,,15.71,7.91,2.8,28,0.76,100,276,994,36,0,430,0.104,0.1,0.67,9.56,0,76.06,0.53,,식품의약품안전처,69.1m
오이장아찌,음식,7,산업체급식(재료량 기반 산출 함량),17,장아찌·절임류,오이장아찌,해당없음,해당없음,해당없음,100ml,71,39.8,1.9,3.83,,7.71,4.03,1.2,40,0.74,48,144,1991,2,0,24,0.019,0.206,0.241,4.09,0,0,0.6,,식품의약품안전처,57.9m
깻잎장아찌,음식,7,산업체급식(재료량 기반 산출 함량),17,장아찌·절임류,깻잎장아찌,해당없음,해당없음,해당없음,100ml,65,49.4,3.7,0.72,,12.9,5.28,3.9,154,1.28,70,327,520,319,0,3828,0.178,0.525,0.528,1.46,0,0,0.15,,식품의약품안전처,82.9m
짜장소스,음식,7,산업체급식(재료량 기반 산출 함량),18,"장류, 양념류",짜장소스,해당없음,해당없음,해당없음,100ml,100,62.9,4.38,3.64,,12.86,4.16,2.5,24,0.48,61,234,541,28,0,328,0.081,0.175,0.691,8.1,0.08,6.95,0.68,,식품의약품안전처,200ml
카레소스,음식,7,산업체급식(재료량 기반 산출 함량),18,"장류, 양념류",카레소스,해당없음,해당없음,해당없음,100ml,66,40,2.78,2.07,,9.9,2.66,1.4,16,0.55,42,180,175,34,0,408,0.092,0.045,0.72,5.05,0.02,3.38,0.71,,식품의약품안전처,290ml
고춧가루 양념장,음식,7,산업체급식(재료량 기반 산출 함량),18,"장류, 양념류",고춧가루 양념장,해당없음,해당없음,해당없음,100ml,140,40.5,5.9,7.19,,14.39,1.95,4.9,85,2.17,130,449,1416,57,0,684,0.101,0.709,1.195,1.44,0,0,1.12,,식품의약품안전처,115ml
초간장,음식,7,산업체급식(재료량 기반 산출 함량),18,"장류, 양념류",초간장,해당없음,해당없음,해당없음,100ml,72,72.4,6.6,0,,11.33,0,0.5,19,1.29,102,412,3189,0,0,0,0.032,1.085,0.896,0,0,0,0,,식품의약품안전처,15ml
